95	35	0	0	76
37	64	552	3	863
64	37	448	26	942
38	94	410	0	893
94	38	362	24	917
40	69	546	0	819
69	40	377	6	980
42	48	395	24	910
48	42	394	58	877
43	83	452	15	553
83	43	90	2	928
45	68	597	41	763
68	45	389	36	976
47	57	140	36	849
57	47	281	6	738
49	50	628	9	522
50	49	156	29	973
50	92	179	0	8
92	50	2	0	185
52	91	306	0	38
91	52	3	0	341
54	94	268	0	985
94	54	473	18	762
57	62	965	9	310
62	57	464	0	820
59	75	357	6	819
75	59	237	30	912
61	92	215	0	8
92	61	7	0	216
64	81	508	28	535
81	64	111	8	951
67	79	361	12	719
79	67	161	11	919
70	86	340	15	815
86	70	243	17	907
74	80	473	19	885
80	74	436	0	940
78	90	562	15	562
90	78	152	4	981
84	91	712	5	241
91	84	133	0	825
0	17	393	2	627
17	0	106	0	916
1	10	362	5	731
10	1	169	7	921
2	4	364	23	918
4	2	400	28	877
2	92	470	0	14
92	2	71	0	412
3	87	596	0	465
87	3	107	16	938
4	83	508	37	600
83	4	160	3	981
5	80	590	19	638
80	5	223	24	1000
6	78	567	18	718
78	6	280	24	998
7	77	688	0	496
77	7	197	0	986
8	77	680	6	508
77	8	187	31	976
9	78	463	0	729
78	9	207	15	969
10	80	424	13	656
80	10	143	2	948
11	83	394	6	620
83	11	96	16	908
12	87	544	6	588
87	12	148	11	976
13	92	158	0	5
92	13	3	0	160
15	17	190	6	638
17	15	83	1	749
16	25	132	2	838
25	16	256	2	713
17	34	395	13	722
34	17	177	9	941
18	44	567	18	777
44	18	356	16	989
19	55	479	37	832
55	19	380	0	968
20	67	844	5	107
67	20	278	0	678
21	80	389	9	794
80	21	238	11	943
22	94	426	0	822
94	22	286	5	957
24	37	321	10	689
37	24	128	5	886
25	54	368	9	784
54	25	225	3	933
26	72	505	20	679
72	26	208	5	990
27	91	368	15	41
91	27	15	0	409
29	44	210	0	803
44	29	207	5	801
30	66	774	7	717
66	30	554	7	934
31	89	679	4	353
89	31	124	9	903
33	50	669	25	784
50	33	526	0	952
34	76	7	0	374
76	34	41	5	335
36	43	511	2	803
43	36	320	17	979
37	72	893	33	372
72	37	379	21	898
39	45	706	18	695
45	39	412	15	991
40	77	758	3	481
77	40	249	15	978
42	56	556	3	712
56	42	241	41	989
43	91	320	0	33
91	43	10	0	342
45	76	492	36	698
76	45	226	11	988
47	65	141	20	710
65	47	143	0	726
49	58	248	19	952
58	49	794	10	415
51	55	550	0	589
55	51	154	3	982
53	56	133	7	649
56	53	98	3	687
55	61	89	8	795
61	55	233	1	658
57	70	45	1	698
70	57	178	2	564
59	83	578	6	604
83	59	179	18	991
62	66	468	0	512
66	62	70	4	906
64	89	556	5	356
89	64	56	0	861
67	87	605	20	570
87	67	186	14	995
70	94	477	15	822
94	70	336	3	972
74	88	482	9	650
88	74	161	9	970
79	81	307	22	897
81	79	347	10	869
85	88	461	0	694
88	85	177	9	966
0	25	483	9	640
25	0	157	2	973
1	18	315	4	657
18	1	104	0	871
2	12	157	3	559
12	2	46	0	673
3	7	263	27	765
7	3	188	5	862
3	95	76	0	0
95	3	0	0	76
4	91	362	0	35
91	4	18	1	378
5	88	635	0	444
88	5	124	12	942
6	86	576	20	516
86	6	137	7	967
7	85	511	4	672
85	7	190	13	984
8	85	551	27	596
85	8	171	15	987
9	86	524	13	634
86	9	177	8	986
10	88	583	0	459
88	10	101	5	936
11	91	443	4	47
91	11	35	2	457
12	95	76	0	0
95	12	0	0	76
14	18	147	0	698
18	14	128	0	717
15	25	161	4	816
25	15	227	2	751
16	33	396	10	758
33	16	209	8	945
17	42	713	3	460
42	17	190	18	966
18	52	696	14	750
52	18	481	6	972
19	63	872	3	159
63	19	292	3	739
20	75	430	10	736
75	20	182	54	940
21	88	514	0	422
88	21	53	2	881
23	29	223	7	794
29	23	197	8	818
24	45	746	19	403
45	24	211	5	952
25	62	556	5	751
62	25	306	0	1006
26	80	501	19	729
80	26	247	9	992
28	31	195	8	718
31	28	133	10	777
29	52	679	20	734
52	29	441	0	991
30	74	366	15	834
74	30	278	11	926
32	33	415	0	763
33	32	220	0	957
33	58	399	4	760
58	33	212	0	950
34	84	419	14	748
84	34	214	8	957
36	51	487	8	823
51	36	336	7	974
37	80	762	8	373
80	37	197	24	922
39	53	713	0	585
53	39	284	2	1012
40	85	414	21	583
85	40	91	12	915
42	64	515	22	854
64	42	425	11	955
44	47	338	20	589
47	44	72	7	868
45	84	529	13	585
84	45	141	13	972
47	73	488	19	953
73	47	643	5	810
49	66	152	24	887
66	49	323	3	737
51	63	260	28	787
63	51	205	17	853
53	64	253	0	885
64	53	299	0	839
55	69	311	6	788
69	55	202	16	886
57	78	809	38	462
78	57	329	8	972
59	91	263	1	19
91	59	6	0	277
62	74	558	4	714
74	62	266	5	1005
65	66	351	5	675
66	65	123	5	902
67	95	76	0	0
95	67	0	0	76
71	77	735	18	570
77	71	306	14	1002
74	96	76	0	0
96	74	0	0	76
79	89	527	2	528
89	79	91	31	935
85	96	76	0	0
96	85	0	0	76
0	33	286	18	765
33	0	188	2	879
1	26	400	6	659
26	1	132	0	933
2	20	343	6	671
20	2	122	0	897
3	15	270	14	654
15	3	94	9	835
4	11	259	5	657
11	4	96	2	823
5	8	215	5	660
8	5	95	4	781
5	96	76	0	0
96	5	0	0	76
6	94	462	11	810
94	6	300	16	967
7	93	130	0	3
93	7	1	0	132
8	93	106	0	2
93	8	0	0	108
9	94	360	2	832
94	9	261	14	919
10	96	76	0	0
96	10	0	0	76
12	15	309	0	774
15	12	188	4	890
13	20	155	3	841
20	13	247	10	739
14	26	174	0	825
26	14	229	7	762
15	33	363	26	821
33	15	274	0	934
16	41	669	4	411
41	16	141	1	941
17	50	941	11	481
50	17	559	7	866
18	60	336	7	993
60	18	538	14	783
19	71	646	4	135
71	19	97	0	688
20	83	588	9	511
83	20	136	3	967
21	96	76	0	0
96	21	0	0	76
23	37	221	14	642
37	23	84	8	785
24	53	591	11	666
53	24	250	9	1009
25	70	479	17	717
70	25	225	0	988
26	88	535	0	441
88	26	69	4	902
28	39	382	17	589
39	28	82	9	896
29	60	162	5	864
60	29	282	0	748
30	82	413	15	687
82	30	150	26	939
32	41	252	0	683
41	32	110	0	825
33	66	964	0	365
66	33	474	8	846
34	92	703	7	30
92	34	196	0	544
36	59	413	34	808
59	36	292	9	954
37	88	635	3	433
88	37	122	8	940
39	61	718	1	641
61	39	346	5	1009
40	93	145	0	3
93	40	2	0	145
42	72	567	11	924
72	42	792	13	696
44	55	377	15	895
55	44	361	24	901
45	92	253	0	12
92	45	10	0	255
47	81	434	10	758
81	47	234	0	968
49	74	203	13	735
74	49	144	17	789
51	71	623	0	673
71	51	274	11	1010
53	72	296	0	737
72	53	155	2	874
55	77	387	3	754
77	55	197	10	936
57	86	485	0	776
86	57	269	11	981
60	63	709	9	652
63	60	348	19	1003
62	82	479	12	724
82	62	217	18	979
65	74	675	5	758
74	65	447	6	984
68	75	662	0	737
75	68	386	18	995
71	85	613	21	606
85	71	230	0	1010
75	83	407	35	831
83	75	311	14	947
80	81	434	37	873
81	80	400	9	935
86	94	202	5	989
94	86	493	22	681
0	41	468	10	614
41	0	124	18	950
1	34	301	3	746
34	1	164	6	880
2	28	185	8	702
28	2	126	4	765
3	23	294	18	714
23	3	146	2	877
4	19	294	6	722
19	4	147	0	875
5	16	202	7	676
16	5	102	10	773
6	14	381	4	550
14	6	57	4	872
7	13	237	3	629
13	7	73	8	787
8	13	185	0	643
13	8	84	3	741
9	14	279	5	740
14	9	133	50	841
10	16	175	0	596
16	10	59	3	709
11	19	178	4	782
19	11	182	18	764
12	23	279	4	786
23	12	195	6	868
13	28	260	3	829
28	13	236	4	851
14	34	477	4	699
34	14	187	20	972
15	41	641	7	457
41	15	144	0	959
16	49	953	0	527
49	16	677	7	793
17	58	545	9	731
58	17	278	4	1003
18	68	858	0	313
68	18	280	0	891
19	79	585	0	592
0	2	411	26	833
2	0	302	26	941
0	90	586	6	354
90	0	70	3	873
1	83	522	23	608
83	1	158	19	975
2	77	619	17	582
77	2	205	10	1001
3	72	636	23	657
72	3	289	14	1013
4	68	608	0	665
68	4	256	3	1014
5	65	262	28	855
65	5	278	12	855
6	63	874	13	398
63	6	346	11	928
7	62	321	15	810
62	7	241	0	905
8	62	460	12	835
62	8	339	2	966
9	63	867	0	359
63	9	307	0	916
10	65	485	8	895
65	10	450	0	938
11	68	818	3	421
68	11	286	2	954
12	72	514	25	738
72	12	275	3	998
13	77	564	12	645
77	13	211	7	1003
14	83	484	8	616
83	14	134	12	960
15	90	552	7	417
90	15	73	0	902
17	19	130	3	799
19	17	213	9	709
18	29	163	8	788
29	18	192	16	751
19	40	684	13	438
40	19	165	10	959
20	52	766	2	709
52	20	512	5	959
21	65	867	2	392
65	21	326	0	934
22	79	527	5	574
79	22	129	13	964
23	94	471	0	791
94	23	280	4	977
25	39	285	12	669
39	25	103	15	848
26	57	741	6	505
57	26	252	9	990
27	76	671	28	569
76	27	252	7	1008
28	96	76	0	0
96	28	0	0	76
30	51	737	4	743
51	30	526	0	958
31	74	425	10	800
74	31	271	0	964
33	35	494	9	784
35	33	296	1	987
34	61	736	0	703
61	34	445	7	984
35	88	406	9	658
88	35	133	1	939
37	57	553	0	936
57	37	640	57	792
38	87	559	4	720
87	38	267	14	1002
40	62	425	8	803
62	40	270	10	956
41	95	76	0	0
95	41	0	0	76
43	76	667	0	529
76	43	193	13	990
45	61	254	29	785
61	45	204	7	856
47	50	272	320	570
50	47	192	10	960
48	90	581	14	466
90	48	110	6	944
50	85	400	6	627
85	50	108	4	920
52	84	514	0	728
84	52	239	13	988
54	87	356	4	744
87	54	172	18	914
56	94	321	13	928
94	56	392	6	864
59	68	827	13	511
68	59	371	3	977
61	85	470	28	718
85	61	223	13	980
64	74	425	12	866
74	64	346	25	931
67	72	509	7	672
72	67	187	20	980
70	79	373	19	730
79	70	183	4	935
73	95	76	0	0
95	73	0	0	76
78	83	376	11	852
83	78	299	20	920
83	96	76	0	0
96	83	0	0	76
0	10	306	2	647
10	0	95	0	859
1	3	276	16	851
3	1	268	11	863
1	91	322	0	34
91	1	8	1	347
2	85	448	24	676
85	2	164	27	957
3	80	454	15	601
80	3	114	13	943
4	76	620	18	593
76	4	208	26	997
5	73	532	15	662
73	5	211	0	998
6	71	865	0	328
71	6	294	0	899
7	70	69	14	751
70	7	205	4	625
8	70	168	21	866
70	8	287	4	763
9	71	910	0	467
71	9	452	0	924
10	73	439	14	789
73	10	269	3	970
11	76	783	4	545
76	11	310	48	972
12	80	466	7	768
80	12	241	37	962
13	85	541	35	692
85	13	255	10	1001
14	91	287	1	14
91	14	15	0	287
16	18	144	9	700
18	16	130	5	718
17	27	168	0	869
27	17	283	0	753
18	37	265	6	561
37	18	43	0	788
19	48	713	5	725
48	19	449	15	979
20	60	280	0	926
60	20	366	0	839
21	73	387	9	676
73	21	134	13	925
22	87	531	7	698
87	22	224	18	992
24	30	218	18	791
30	24	198	11	816
25	47	373	19	705
47	25	154	17	924
26	65	924	0	424
65	26	439	4	905
27	84	517	13	655
84	27	192	0	992
29	37	224	29	611
37	29	73	4	787
30	59	940	0	273
59	30	385	6	821
31	82	520	0	635
82	31	166	6	983
33	43	181	6	825
43	33	232	1	779
34	69	312	9	859
69	34	281	10	887
35	96	76	0	0
96	35	0	0	76
37	65	444	10	894
65	37	413	1	933
38	95	76	0	0
95	38	0	0	76
40	70	631	19	820
70	40	513	13	943
42	49	440	26	952
49	42	566	16	836
43	84	406	4	577
84	43	78	9	900
45	69	454	13	856
69	45	358	14	951
47	58	172	19	799
58	47	209	11	770
49	51	609	23	533
51	49	167	15	983
50	93	143	0	0
93	50	5	0	138
52	92	297	0	17
92	52	15	0	299
54	95	76	0	0
95	54	0	0	76
57	63	903	11	282
63	57	337	5	853
59	76	312	2	822
76	59	236	5	895
61	93	93	0	1
93	61	0	0	94
64	82	458	16	736
82	64	225	6	979
67	80	424	21	756
80	67	223	22	956
70	87	430	7	720
87	70	191	4	961
74	81	290	36	825
81	74	250	22	879
78	91	379	0	56
91	78	12	0	422
84	92	224	0	9
92	84	7	1	225
0	18	526	10	664
18	0	205	0	994
1	11	288	0	611
11	1	66	8	824
2	5	313	15	847
5	2	273	12	890
2	93	106	0	2
93	2	0	0	108
3	88	619	6	388
88	3	90	20	902
4	84	455	22	618
84	4	135	1	958
5	81	464	34	599
81	5	133	4	960
6	79	478	11	604
79	6	127	11	954
7	78	545	4	641
78	7	182	20	988
8	78	509	14	728
78	8	246	14	991
9	79	372	3	726
79	9	163	16	922
10	81	490	33	666
81	10	191	14	983
11	84	400	13	586
84	11	88	2	908
12	88	568	3	475
88	12	102	8	934
13	93	151	0	2
93	13	4	0	149
15	18	137	0	751
18	15	168	6	713
16	26	139	5	661
26	16	104	2	699
17	35	462	13	887
35	17	424	0	938
18	45	882	10	336
45	18	322	8	897
19	56	487	18	713
56	19	226	2	990
20	68	701	0	99
68	20	145	2	653
21	81	477	3	700
81	21	196	0	982
22	95	76	0	0
95	22	0	0	76
24	38	400	26	720
38	24	191	0	952
25	55	426	8	816
55	25	287	4	959
26	73	433	5	755
73	26	228	0	965
27	92	336	0	20
92	27	22	0	334
29	45	781	0	544
45	29	323	10	992
30	67	836	2	91
67	30	279	5	644
31	90	506	7	536
90	31	101	4	944
33	51	647	45	734
51	33	422	19	984
34	77	132	2	832
77	34	247	8	710
36	44	575	16	696
44	36	266	16	1005
37	73	849	17	544
73	37	427	42	939
39	46	558	5	730
46	39	255	56	981
40	78	436	11	667
78	40	143	23	946
42	57	415	6	841
57	42	296	26	936
43	92	259	0	9
92	43	13	0	255
45	77	622	8	563
77	45	191	3	999
47	66	326	125	741
66	47	246	1	943
49	59	252	58	956
59	49	475	18	773
51	56	517	44	818
56	51	396	10	970
53	57	204	16	700
57	53	122	10	788
55	62	230	2	920
62	55	338	24	790
57	71	860	12	181
71	57	274	3	774
59	84	489	9	705
84	59	215	0	987
62	67	459	13	712
67	62	204	6	974
64	90	576	20	448
90	64	103	2	937
67	88	460	0	647
88	67	135	20	952
70	95	76	0	0
95	70	0	0	76
74	89	506	6	634
89	74	154	21	969
79	82	351	8	876
82	79	316	14	904
85	89	497	3	709
89	85	197	44	967
0	26	446	0	678
26	0	159	4	959
1	19	394	9	722
19	1	178	3	944
2	13	276	0	672
13	2	105	2	840
3	8	143	4	666
8	3	106	3	703
3	96	76	0	0
96	3	0	0	76
4	92	141	0	3
92	4	2	0	142
5	89	589	7	280
89	5	48	22	805
6	87	583	6	558
87	6	140	42	964
7	86	554	8	576
86	7	147	12	976
8	86	517	10	634
86	8	169	7	983
9	87	573	20	565
87	9	161	13	984
10	89	574	0	419
89	10	71	24	896
11	92	199	1	6
92	11	6	0	200
12	96	76	0	0
96	12	0	0	76
14	19	93	0	694
19	14	138	11	638
15	26	140	6	789
26	15	199	12	724
16	34	460	14	675
34	16	172	8	967
17	43	462	9	783
43	17	263	22	968
18	53	428	12	831
53	18	312	4	955
19	64	734	0	464
64	19	218	0	979
20	76	734	23	445
76	20	212	25	963
21	89	564	17	409
89	21	81	2	907
23	30	250	17	763
30	23	179	3	848
24	46	623	4	359
46	24	52	85	849
25	63	895	0	324
63	25	329	5	885
26	81	539	26	666
81	26	219	14	998
28	32	332	0	819
32	28	236	7	908
29	53	738	12	732
53	29	518	8	955
30	75	289	3	817
75	30	220	20	868
32	34	446	12	669
34	32	159	7	961
33	59	298	5	810
59	33	224	5	883
34	85	525	43	560
85	34	145	5	976
36	52	458	10	877
52	36	396	0	947
37	81	374	27	644
81	37	119	10	914
39	54	603	10	675
54	39	267	9	1012
40	86	550	5	577
86	40	147	9	976
42	65	419	29	836
65	42	321	12	947
44	48	295	0	792
48	44	195	26	866
45	85	618	4	568
85	45	170	40	979
47	74	123	13	819
74	47	241	7	707
49	67	84	10	683
67	49	140	4	633
51	64	380	23	846
64	51	308	8	933
53	65	440	8	880
65	53	387	0	939
55	70	135	6	790
70	55	209	0	722
57	79	415	8	776
79	57	232	14	952
59	92	169	1	6
92	59	3	0	173
62	75	516	7	775
75	62	299	12	987
65	67	247	4	748
67	65	157	4	837
67	96	76	0	0
96	67	0	0	76
71	78	624	7	707
78	71	318	7	1011
75	76	379	5	826
76	75	258	27	923
79	90	464	10	483
90	79	58	5	893
86	87	481	24	759
87	86	267	12	984
0	34	369	4	707
34	0	147	15	918
1	27	380	7	688
27	1	143	4	926
2	21	268	0	648
21	2	89	0	827
3	16	221	8	673
16	3	103	5	793
4	12	270	7	724
12	4	144	4	853
5	9	258	5	760
9	5	173	0	850
6	7	196	0	752
7	6	163	0	785
6	95	76	0	0
95	6	0	0	76
7	94	478	0	820
94	7	314	12	971
8	94	470	11	883
94	8	410	18	935
9	95	76	0	0
95	9	0	0	76
11	12	145	0	681
12	11	117	0	709
12	16	191	2	635
16	12	81	0	747
13	21	207	2	835
21	13	239	0	804
14	27	201	0	832
27	14	233	11	789
15	34	483	17	710
34	15	217	4	986
16	42	662	6	591
42	16	245	4	1009
17	51	579	6	897
51	17	592	3	886
18	61	947	0	222
61	18	392	0	777
19	72	523	30	679
72	19	231	0	1001
20	84	523	17	573
84	20	128	20	962
22	23	240	6	828
23	22	233	4	836
23	38	267	30	707
38	23	138	10	856
24	54	313	36	759
54	24	196	7	904
25	71	725	0	145
71	25	143	5	721
26	89	598	7	338
89	26	68	13	861
28	40	697	24	447
40	28	193	0	973
29	61	856	0	73
61	29	326	0	603
30	83	559	11	736
83	30	293	7	1005
32	42	390	3	717
42	32	163	15	931
33	67	545	0	727
67	33	264	3	1004
34	93	76	0	0
93	34	0	0	76
36	60	394	7	659
60	36	129	0	929
37	89	583	3	443
89	37	98	2	929
39	62	368	14	923
62	39	407	14	883
40	94	591	0	743
94	40	318	10	1005
42	73	691	8	814
73	42	907	0	603
44	56	337	11	865
56	44	301	6	905
45	93	76	0	0
93	45	0	0	76
47	82	339	32	715
82	47	162	9	913
49	75	170	4	753
75	49	164	5	758
51	72	887	0	557
72	51	504	13	925
53	73	437	5	786
73	53	259	5	964
55	78	366	18	735
78	55	179	14	926
57	87	585	8	633
87	57	211	14	1000
60	64	508	8	817
64	60	345	6	981
62	83	516	4	701
83	62	218	9	991
65	75	426	8	842
75	65	311	20	945
68	76	522	6	735
76	68	260	6	997
71	86	389	8	857
86	71	318	4	932
75	84	555	18	651
84	75	218	4	1002
80	82	515	5	824
82	80	349	29	965
86	95	76	0	0
95	86	0	0	76
0	42	446	5	759
42	0	232	8	970
1	35	198	1	868
35	1	276	4	787
2	29	441	2	786
29	2	259	6	964
3	24	196	8	677
24	3	110	0	771
4	20	404	0	700
20	4	161	0	942
5	17	276	4	711
17	5	131	7	852
6	15	246	0	620
15	6	71	0	793
7	14	358	6	597
14	7	75	7	879
8	14	416	0	672
14	8	138	11	939
9	15	358	0	774
15	9	206	0	926
10	17	183	0	655
17	10	93	0	745
11	20	355	0	819
20	11	249	5	920
12	24	312	0	745
24	12	161	12	884
13	29	113	5	662
29	13	112	0	667
14	35	484	20	867
35	14	421	0	950
15	42	733	7	477
42	15	228	6	983
16	50	925	15	489
50	16	536	2	890
17	59	815	2	566
59	17	398	0	985
18	69	582	10	683
69	18	263	0	1011
19	80	344	12	737
0	3	420	25	870
3	0	370	6	939
0	91	532	4	247
91	0	28	1	754
1	84	482	12	539
84	1	86	18	929
2	78	582	5	716
78	2	277	25	1001
3	73	524	8	710
73	3	240	0	1001
4	69	605	8	624
69	4	226	0	1010
5	66	305	16	764
66	5	182	15	887
6	64	589	4	558
64	6	160	5	985
7	63	606	0	700
63	7	289	3	1014
8	63	699	0	726
63	8	423	6	993
9	64	619	0	623
64	9	230	0	1012
10	66	497	6	780
66	10	286	11	985
11	69	551	0	757
69	11	300	11	996
12	73	540	8	712
73	12	255	0	1004
13	78	559	5	724
78	13	267	23	997
14	84	455	9	678
84	14	164	16	961
15	91	250	1	11
91	15	10	0	251
17	20	229	0	846
20	17	246	8	821
18	30	244	5	772
30	18	181	2	836
19	41	659	7	573
41	19	225	8	1006
20	53	846	10	545
53	20	429	9	962
21	66	689	12	760
66	21	485	2	974
22	80	331	11	704
80	22	144	2	899
23	95	76	0	0
95	23	0	0	76
25	40	586	7	443
40	25	98	11	927
26	58	596	6	649
58	26	237	2	1011
27	77	474	7	707
77	27	193	25	969
29	30	252	15	849
30	29	260	12	843
30	52	666	19	778
52	30	495	2	966
31	75	477	9	752
75	31	247	8	982
33	36	329	48	766
36	33	211	17	914
34	62	461	5	789
62	34	277	0	978
35	89	583	10	382
89	35	70	18	886
37	58	591	18	824
58	37	455	24	953
38	88	485	0	619
88	38	127	22	955
40	63	729	0	439
63	40	196	11	961
41	96	76	0	0
96	41	0	0	76
43	77	538	0	556
77	43	128	0	965
45	62	441	12	838
62	45	323	14	954
47	51	191	124	614
51	47	100	15	813
48	91	430	0	86
91	48	13	1	502
50	86	400	0	713
86	50	167	8	938
52	85	538	1	679
85	52	212	16	990
54	88	422	6	599
88	54	97	8	921
56	95	76	0	0
95	56	0	0	76
59	69	422	4	765
69	59	221	11	958
61	86	403	7	736
86	61	192	5	948
64	75	424	2	894
75	64	377	21	922
67	73	471	11	753
73	67	235	33	966
70	80	476	6	810
80	70	306	13	971
73	96	76	0	0
96	73	0	0	76
78	84	336	17	772
84	78	204	8	912
84	85	360	4	814
85	84	244	12	920
0	11	395	6	607
11	0	97	0	911
1	4	284	22	818
4	1	241	4	879
1	92	240	1	6
92	1	12	1	234
2	86	649	8	454
86	2	141	17	953
3	81	572	12	629
81	3	197	23	992
4	77	686	1	492
77	4	189	8	982
5	74	697	18	473
74	5	199	8	979
6	72	606	3	645
72	6	239	0	1014
7	71	698	13	679
71	7	372	14	1003
8	71	780	10	631
71	8	427	6	986
9	72	652	44	707
72	9	397	5	1001
10	74	764	21	534
74	10	305	28	986
11	77	559	7	638
77	11	199	6	999
12	81	560	12	672
81	12	235	0	1009
13	86	478	29	724
86	13	238	8	982
14	92	226	0	10
92	14	6	2	228
16	19	162	3	674
19	16	109	1	729
17	28	160	0	811
28	17	217	6	746
18	38	379	25	706
38	18	168	2	939
19	49	996	7	184
49	19	604	1	582
20	61	850	0	117
61	20	276	0	689
21	74	582	10	588
74	21	180	6	994
22	88	506	8	542
88	22	108	2	945
24	31	133	5	744
31	24	163	8	711
25	48	597	11	808
48	25	430	12	974
26	66	686	14	773
66	26	506	7	959
27	85	424	17	653
85	27	139	9	945
29	38	361	20	746
38	29	190	8	929
30	60	166	0	899
60	30	324	3	738
31	83	684	4	494
83	31	188	11	980
33	44	584	24	799
44	33	417	11	979
34	70	69	0	611
70	34	101	0	579
36	37	211	18	541
37	36	35	0	735
37	66	920	5	449
66	37	447	22	903
38	96	76	0	0
96	38	0	0	76
40	71	883	11	556
71	40	515	19	915
42	50	384	7	906
50	42	382	18	896
43	85	528	13	600
85	43	148	21	971
45	70	398	34	857
70	45	346	8	935
47	59	152	23	875
59	47	299	18	732
49	52	596	30	532
52	49	164	8	986
50	94	448	6	836
94	50	321	7	962
52	93	94	0	0
93	52	1	0	93
54	96	76	0	0
96	54	0	0	76
57	64	806	0	326
64	57	227	0	903
59	77	500	19	701
77	59	218	14	988
61	94	358	6	903
94	61	362	2	903
64	83	464	0	772
83	64	249	14	970
67	81	352	19	771
81	67	207	10	925
70	88	520	7	440
88	70	59	14	894
74	82	327	26	758
82	74	184	25	902
78	92	493	0	68
92	78	44	0	517
84	93	99	1	1
93	84	0	0	101
0	19	460	14	608
19	0	127	0	953
1	12	324	11	713
12	1	145	11	892
2	6	226	7	734
6	2	145	8	813
2	94	527	3	803
94	2	336	14	983
3	89	596	2	219
89	3	46	24	746
4	85	508	24	608
85	4	141	33	966
5	82	653	20	484
82	5	172	3	979
6	80	382	10	595
80	6	88	0	898
7	79	438	30	625
79	7	135	3	953
8	79	438	14	655
79	8	150	0	956
9	80	487	16	641
80	9	164	5	975
10	82	388	9	675
82	10	134	12	926
11	85	565	16	661
85	11	227	12	1002
12	89	584	11	359
89	12	67	12	875
13	94	356	13	850
94	13	294	11	914
15	19	159	5	755
19	15	168	4	747
16	27	217	4	820
27	16	224	3	814
17	36	355	14	713
36	17	159	2	920
18	46	629	4	308
46	18	75	21	844
19	57	754	5	591
57	19	338	3	1008
20	69	603	2	574
69	20	180	4	994
21	82	520	0	567
82	21	119	9	959
